expression,reading,meaning,tags
来,らい～,next ~,JLPT N3
ライター,ライター,lighter; writer,JLPT N3
楽,らく,"comfort, ease",JLPT N3
ラケット,ラケット,racket,JLPT N3
利益,りえき,"profits, gains",JLPT N3
理解,りかい,"understanding, comprehension",JLPT N3
陸,りく,"land, shore",JLPT N3
利口,りこう,"clever, shrewd, bright",JLPT N3
離婚,りこん,divorce,JLPT N3
理想,りそう,ideal,JLPT N3
率,りつ,"rate, ratio, percentage",JLPT N3
留学,りゅうがく,studying abroad,JLPT N3
流行,りゅうこう,"fashionable, fad, prevailing",JLPT N3
量,りょう,"quantity, amount",JLPT N3
寮,りょう,"hostel, dormitory",JLPT N3
両替,りょうがえ,"change, money exchange",JLPT N3
料金,りょうきん,"fee, charge, fare",JLPT N3
例,れい,"instance, example, case",JLPT N3
礼,れい,expression of gratitude; bow,JLPT N3
例外,れいがい,exception,JLPT N3
礼儀,れいぎ,"manners, courtesy, etiquette",JLPT N3
冷静,れいせい,"calm, coolness",JLPT N3
列,れつ,"queue, line, row",JLPT N3
列車,れっしゃ,train (ordinary),JLPT N3
レベル,レベル,level,JLPT N3
連想,れんそう,"association (of ideas), suggestion",JLPT N3
連続,れんぞく,"consecutive, continuity, continuing",JLPT N3
老人,ろうじん,"the aged, old person",JLPT N3
労働,ろうどう,"labor, work",JLPT N3
ロケット,ロケット,"locket, rocket",JLPT N3
論じる,ろんじる,"to argue, to discuss",JLPT N3
論争,ろんそう,"controversy, dispute",JLPT N3
論文,ろんぶん,"thesis, paper",JLPT N3
輪,わ,"ring, hoop, circle",JLPT N3
ワイン,ワイン,wine,JLPT N3
わがまま,わがまま,"selfishness, egoism, willfulness",JLPT N3
別れ,わかれ,"parting, separation, farewell",JLPT N3
分かれる,わかれる,"to branch off, to diverge from",JLPT N3
脇,わき,side,JLPT N3
湧く,わく,"to boil, to grow hot",JLPT N3
分ける,わける,"to divide, to separate",JLPT N3
わざと,わざと,on purpose,JLPT N3
僅か,わずか,"only, merely, a little",JLPT N3
綿,わた,cotton,JLPT N3
話題,わだい,"topic, subject",JLPT N3
笑い,わらい,"laugh, laughter, smile",JLPT N3
割る,わる,"to divide, to break",JLPT N3
悪口,わるくち,"abuse, insult",JLPT N3
我々,われわれ,we,JLPT N3
湾,わん,"bay, gulf, inlet",JLPT N3
椀,わん,bowl,JLPT N3
碗,わん,bowl,JLPT N3
悪,あく,"evil, vice",JLPT N3
当り,あたり,"hit, success, reaching the mark",JLPT N3
アップ,アップ,up,JLPT N3
宛てる,あてる,"to address, to put",JLPT N3
アンケート,アンケート,"questionnaire (FRE: enquete), survey",JLPT N3
異,い,objection,JLPT N3
意,い,will,JLPT N3
医院,いいん,"doctor's office (surgery), clinic",JLPT N3
怒り,いかり,anger,JLPT N3
粋,いき,"chic, style, purity",JLPT N3
意地,いじ,"disposition, spirit, obstinacy, appetite",JLPT N3
依然,いぜん,"still, as yet",JLPT N3
傷める,いためる,"to damage, to impair, to spoil",JLPT N3
炒める,いためる,to stir-fry,JLPT N3
一帯,いったい,"a region, the whole place",JLPT N3
異動,いどう,"a change, transfer",JLPT N3
衣料,いりょう,clothing,JLPT N3
渦,うず,swirl,JLPT N3
埋まる,うまる,"to be buried, to be filled",JLPT N3
産む,うむ,"to give birth (v.t.), to deliver, to produce",JLPT N3
縁,えん,"chance, tie, relationship",JLPT N3
尾,お,"tail, ridge",JLPT N3
負う,おう,"to bear, to owe",JLPT N3
遅れ,おくれ,"delay, lag",JLPT N3
教え,おしえ,"teachings, doctrine",JLPT N3
驚き,おどろき,"surprise, astonishment, wonder",JLPT N3
織る,おる,to weave,JLPT N3
欠く,かく,"to lack, to crack",JLPT N3
角,かく,angle,JLPT N3
核,かく,"nucleus, kernel",JLPT N3
格,かく,"status, character, case",JLPT N3
学歴,がくれき,academic background,JLPT N3
駆ける,かける,to run,JLPT N3
賭ける,かける,"to bet, to risk, to gamble",JLPT N3
課題,かだい,"subject, theme, task",JLPT N3
片付け,かたづけ,"tidying up, finishing",JLPT N3
加味,かみ,"seasoning, flavoring",JLPT N3
借り,かり,"borrowing, debt, loan",JLPT N3
狩り,かり,hunting,JLPT N3
管,かん,"pipe, tube",JLPT N3
～観,かん,"feeling, view",JLPT N3
癌,がん,cancer,JLPT N3
刊行,かんこう,"publication, issue",JLPT N3
慣行,かんこう,"customary practice, habit, traditional event",JLPT N3
歓声,かんせい,"cheer, shout of joy",JLPT N3
官僚,かんりょう,"bureaucrat, bureaucracy",JLPT N3
器官,きかん,"organ (of body, instrument)",JLPT N3
季刊,きかん,"quarterly (e.g., magazine)",JLPT N3
起源,きげん,"origin, beginning, rise",JLPT N3
機構,きこう,"mechanism, organization",JLPT N3
築く,きずく,"to build, to establish",JLPT N3
規制,きせい,regulation,JLPT N3
丘陵,きゅうりょう,hill,JLPT N3
協議,きょうぎ,"conference, discussion, negotiation",JLPT N3
享受,きょうじゅ,"enjoyment, being given",JLPT N3
協調,きょうちょう,"co-operation, conciliation, harmony",JLPT N3
切り,きり,"limits, place to leave off",JLPT N3
菌,きん,"germ, bacterium",JLPT N3
近視,きんし,nearsightedness,JLPT N3
苦,く,"trouble, worry, difficulty",JLPT N3
群,ぐん,group,JLPT N3
刑,けい,"penalty, sentence, punishment",JLPT N3
経緯,けいい,"sequence of events, course",JLPT N3
計器,けいき,"meter, gauge",JLPT N3
契機,けいき,"opportunity, chance",JLPT N3
携帯,けいたい,carrying something; mobile telephone,JLPT N3
形態,けいたい,"form, shape, figure",JLPT N3
血管,けっかん,blood vessel,JLPT N3
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)",JLPT N3
件,けん,"matter, case, item",JLPT N3
減少,げんしょう,"decrease, reduction, decline",JLPT N3
公演,こうえん,public performance,JLPT N3
後悔,こうかい,"regret, repentance",JLPT N3
航海,こうかい,"sail, voyage",JLPT N3
拘束,こうそく,"restriction, restraint",JLPT N3
荒廃,こうはい,ruin,JLPT N3
降伏,こうふく,"capitulation, surrender, submission",JLPT N3
興奮,こうふん,"excitement, stimulation",JLPT N3
語句,ごく,"words, phrases",JLPT N3
個々,ここ,"individual, one by one",JLPT N3
故人,こじん,the deceased,JLPT N3
小銭,こぜに,"coins, small change",JLPT N3
ことによると,ことによると,(depending on the circumstances),JLPT N3
コンテスト,コンテスト,contest,JLPT N3
採集,さいしゅう,"collecting, gathering",JLPT N3
作,さく,"a work, a harvest",JLPT N3
策,さく,"plan, policy",JLPT N3
設備,せつび,"equipment, device, facilities",JLPT N3
絶滅,ぜつめつ,"destruction, extinction",JLPT N3
節約,せつやく,"economizing, saving",JLPT N3
攻める,せめる,"to attack, to assault",JLPT N3
責める,せめる,"to condemn, to blame, to criticize",JLPT N3
善,ぜん,"good, virtue",JLPT N3
全,ぜん,"all, whole, entire",JLPT N3
全員,ぜんいん,all members,JLPT N3
専攻,せんこう,"major subject, special study",JLPT N3
全国,ぜんこく,"the entire nation, country-wide, nation-wide",JLPT N3
洗剤,せんざい,detergent,JLPT N3
先日,せんじつ,"the other day, a few days ago",JLPT N3
前者,ぜんしゃ,the former,JLPT N3
選手,せんしゅ,player selected for a team (usually athletic),JLPT N3
全身,ぜんしん,"the whole body, full-length (portrait)",JLPT N3
前進,ぜんしん,"advance, drive, progress",JLPT N3
センター,センター,center,JLPT N3
全体,ぜんたい,"whole, entirety, whatever (is the matter)",JLPT N3
選択,せんたく,"selection, choice",JLPT N3
宣伝,せんでん,"advertisement, publicity",JLPT N3
象,ぞう,elephant,JLPT N3
騒音,そうおん,noise,JLPT N3
増加,ぞうか,"increase, addition",JLPT N3
操作,そうさ,"operation, management, processing",JLPT N3
想像,そうぞう,"imagination, guess",JLPT N3
相続,そうぞく,"succession, inheritance",JLPT N3
装置,そうち,"equipment, installation, apparatus",JLPT N3
相当,そうとう,"considerably, fairly; worth ~",JLPT N3
速度,そくど,"speed, velocity, rate",JLPT N3
底,そこ,"bottom, sole",JLPT N3
そこで,そこで,"so (conj.), accordingly",JLPT N3
組織,そしき,organization; structure; tissue,JLPT N3
そして,そして,and then,JLPT N3
注ぐ,そそぐ,to pour (into),JLPT N3
育つ,そだつ,"to be brought up, to grow (up)",JLPT N3
そっくり,そっくり,the splitting image of; entirely,JLPT N3
そっと,そっと,"softly, gently",JLPT N3
袖,そで,sleeve,JLPT N3
備える,そなえる,"to prepare, to furnish, to store",JLPT N3
具える,そなえる,to be furnished with,JLPT N3
そのうえ,そのうえ,"in addition, furthermore",JLPT N3
そのうち,そのうち,"before long, eventually, sooner or later",JLPT N3
そのまま,そのまま,"without change, as it is (e.g., now)",JLPT N3
蕎麦,そば,soba (buckwheat noodles),JLPT N3
ソファー,ソファー,"sofa, couch",JLPT N3
粗末,そまつ,"humble, miserable, crude",JLPT N3
それぞれ,それぞれ,"each, every, respectively",JLPT N3
それでも,それでも,"but (still), and yet, nevertheless",JLPT N3
それと,それと,and,JLPT N3
それとも,それとも,"or, or else",JLPT N3
揃う,そろう,"to become complete, to be equal",JLPT N3
揃える,そろえる,"to put things in order, to arrange",JLPT N3
損,そん,"loss, disadvantage",JLPT N3
損害,そんがい,"damage, loss",JLPT N3
尊敬,そんけい,"respect, reverence, honor",JLPT N3
存在,そんざい,"existence, being",JLPT N3
尊重,そんちょう,"respect, esteem, regard",JLPT N3
田,た,rice field,JLPT N3
他,た,other (esp. places and things),JLPT N3
対,たい,"pair, couple, set",JLPT N3
大,だい,"big, great",JLPT N3
題,だい,"title, subject, theme",JLPT N3
体育,たいいく,"physical education, gymnastics, athletics",JLPT N3
体温,たいおん,temperature (body),JLPT N3
大会,たいかい,"convention, (big) tournament, mass meeting",JLPT N3
大気,たいき,atmosphere,JLPT N3
代金,だいきん,"price, cost",JLPT N3
退屈,たいくつ,"tedium, boring",JLPT N3
滞在,たいざい,"stay, sojourn",JLPT N3
大使,たいし,ambassador,JLPT N3
大した,たいした,"significant, great, considerable",JLPT N3
体重,たいじゅう,(body) weight,JLPT N3
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",JLPT N3
対照,たいしょう,"contrast, antithesis, comparison",JLPT N3
大臣,だいじん,cabinet minister,JLPT N3
対する,たいする,"to face, to confront, to oppose",JLPT N3
大戦,たいせん,"great war, great battle",JLPT N3
態度,たいど,"attitude, manner",JLPT N3
大統領,だいとうりょう,president,JLPT N3
大半,たいはん,"most of, majority, mostly",JLPT N3
代表,だいひょう,"representative, delegation",JLPT N3
大部分,だいぶぶん,"most part, majority",JLPT N3
タイプライター,タイプライター,typewriter,JLPT N3
逮捕,たいほ,"arrest, apprehension, capture",JLPT N3
題名,だいめい,title,JLPT N3
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT N3
太陽,たいよう,sun,JLPT N3
平ら,たいら,"flatness, level, smooth",JLPT N3
代理,だいり,"representation, proxy, deputy",JLPT N3
大陸,たいりく,continent,JLPT N3
倒す,たおす,"to throw down, to beat",JLPT N3
タオル,タオル,(hand) towel,JLPT N3
だが,だが,"but, however",JLPT N3
互い,たがい,"mutual, each other",JLPT N3
高める,たかめる,"to raise, to lift, to boost",JLPT N3
宝,たから,treasure,JLPT N3
宅,たく,"house, home",JLPT N3
炊く,たく,"to boil, to cook",JLPT N3
焚く,たく,"to burn, to kindle, to build a fire",JLPT N3
抱く,だく,"to embrace, to hug",JLPT N3
だけど,だけど,however,JLPT N3
たしか,たしか,"certain, sure, if I remember correctly",JLPT N3
確かめる,たしかめる,"to ascertain, to make sure",JLPT N3
多少,たしょう,a little (same as 少し (すこし)),JLPT N3
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT N3
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT N3
ただ,ただ,free of charge; just (~); only (~),JLPT N3
只,ただ,"free of charge, mere, only",JLPT N3
唯,ただ,"mere, sole, plain",JLPT N3
戦い,たたかい,"battle, fight",JLPT N3
戦う,たたかう,"to fight, to compete, to battle",JLPT N3
叩く,たたく,"to strike, to beat",JLPT N3
直ちに,ただちに,"at once, immediately",JLPT N3
畳む,たたむ,to fold (clothes),JLPT N3
立ち上がる,たちあがる,to stand up,JLPT N3
立場,たちば,"standpoint, position, situation",JLPT N3
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT N3
経つ,たつ,(time) passes,JLPT N3
達する,たっする,"to reach, to get to",JLPT N3
唯,たった,"only, just",JLPT N3
だって,だって,"but, because, even",JLPT N3
たっぷり,たっぷり,"full, in plenty, ample",JLPT N3
たとえ,たとえ,"even if, no matter, though",JLPT N3
谷,たに,valley,JLPT N3
他人,たにん,"unrelated person, stranger",JLPT N3
種,たね,seed; material; cause,JLPT N3
束,たば,"bunch, bundle",JLPT N3
足袋,たび,Japanese socks (with split toe),JLPT N3
度,たび,counter for occurrences,JLPT N3
旅,たび,"travel, trip, journey",JLPT N3
たびたび,たびたび,"often, repeatedly, frequently",JLPT N3
玉,たま,"ball, sphere, coin",JLPT N3
球,たま,"globe, sphere, ball",JLPT N3
弾,たま,"bullet, shot",JLPT N3
偶,たま,"even number, couple, friend",JLPT N3
騙す,だます,"to trick, to cheat, to deceive",JLPT N3
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT N3
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT N3
溜まる,たまる,"to collect, to gather, to accumulate",JLPT N3
黙る,だまる,to be silent,JLPT N3
試し,ためし,"trial, test",JLPT N3
試す,ためす,"to attempt, to test",JLPT N3
溜める,ためる,"to accumulate, to collect",JLPT N3
便り,たより,"news, correspondence, letter",JLPT N3
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT N3
段,だん,"step, stair, grade",JLPT N3
単位,たんい,"credit (for a course in school); unit, denomination",JLPT N3
単語,たんご,word; vocabulary,JLPT N3
男子,だんし,young man,JLPT N3
単純,たんじゅん,simplicity,JLPT N3
誕生,たんじょう,birth,JLPT N3
ダンス,ダンス,dance,JLPT N3
団体,だんたい,"organization, association",JLPT N3
担当,たんとう,(in) charge,JLPT N3
単なる,たんなる,"mere, simple, sheer",JLPT N3
単に,たんに,"simply, merely",JLPT N3
地,ち,earth,JLPT N3
地位,ちい,"(social) position, status",JLPT N3
地域,ちいき,"area, region",JLPT N3
チーズ,チーズ,cheese,JLPT N3
チーム,チーム,team,JLPT N3
知恵,ちえ,"wisdom, wit, intelligence",JLPT N3
地下,ちか,"basement, underground",JLPT N3
違い,ちがい,"difference, discrepancy",JLPT N3
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT N3
近頃,ちかごろ,"lately, recently, nowadays",JLPT N3
地球,ちきゅう,the earth,JLPT N3
地区,ちく,"district, section",JLPT N3
遅刻,ちこく,"lateness, late coming",JLPT N3
知事,ちじ,prefectural governor,JLPT N3
知識,ちしき,"knowledge, information",JLPT N3
父親,ちちおや,father,JLPT N3
知能,ちのう,"intelligence, brains",JLPT N3
地平線,ちへいせん,horizon,JLPT N3
地方,ちほう,"area, locality, region",JLPT N3
茶,ちゃ,tea,JLPT N3
チャンス,チャンス,"chance, opportunity",JLPT N3
ちゃんと,ちゃんと,"perfectly, properly, exactly",JLPT N3
中,ちゅう,"inside, middle, among",JLPT N3
注,ちゅう,"annotation, explanatory note",JLPT N3
中央,ちゅうおう,"central, center, middle",JLPT N3
中学,ちゅうがく,"middle school, junior high school",JLPT N3
中古,ちゅうこ,"used, second-hand",JLPT N3
中止,ちゅうし,"suspension, stoppage, discontinuance",JLPT N3
駐車,ちゅうしゃ,"parking (e.g., car)",JLPT N3
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT N3
中心,ちゅうしん,"center, core",JLPT N3
注目,ちゅうもく,"notice, attention, observation",JLPT N3
注文,ちゅうもん,"order, request",JLPT N3
長期,ちょうき,long time period,JLPT N3
調査,ちょうさ,survey; investigation,JLPT N3
調子,ちょうし,"condition, state, tune, tone",JLPT N3
頂上,ちょうじょう,"top, summit, peak",JLPT N3
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT N3
貯金,ちょきん,(bank) savings,JLPT N3
直接,ちょくせつ,"direct, immediate, firsthand",JLPT N3
著者,ちょしゃ,"author, writer",JLPT N3
散らす,ちらす,"to scatter, to disperse, to distribute",JLPT N3
散る,ちる,"to fall, to scatter (e.g., blossoms)",JLPT N3
遂に,ついに,"finally, at last",JLPT N3
通過,つうか,"passage through, passing",JLPT N3
通貨,つうか,currency,JLPT N3
通学,つうがく,commuting to school,JLPT N3
通勤,つうきん,commuting to work,JLPT N3
通行,つうこう,"passage, passing",JLPT N3
通じる,つうじる,"to run to, to lead to, to communicate",JLPT N3
通信,つうしん,"correspondence, communications",JLPT N3
通訳,つうやく,interpretation; interpreter,JLPT N3
捕まる,つかまる,to be arrested; to be caught,JLPT N3
掴む,つかむ,"to seize, to catch, to grasp",JLPT N3
疲れ,つかれ,"tiredness, fatigue",JLPT N3
付き合い,つきあい,socialization; friendship; association,JLPT N3
付合う,つきあう,"to associate with, to keep company with, to get on with",JLPT N3
次々,つぎつぎ,"in succession, one by one",JLPT N3
付く,つく,"to adjoin, to be attached, to adhere",JLPT N3
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",JLPT N3
突く,つく,"to thrust, to strike; to poke",JLPT N3
次ぐ,つぐ,"to rank next to, to come after",JLPT N3
注ぐ,つぐ,to pour (into),JLPT N3
付ける,つける,"to attach, to join, to add",JLPT N3
着ける,つける,"to put on, to wear; to draw up",JLPT N3
伝わる,つたわる,"to be handed down, to be transmitted",JLPT N3
土,つち,"earth, soil",JLPT N3
続き,つづき,"sequel, continuation",JLPT N3
包み,つつみ,"bundle, package",JLPT N3
勤め,つとめ,"work, employment",JLPT N3
務め,つとめ,duty,JLPT N3
繋がる,つながる,"to be connected to, to be related to",JLPT N3
繋ぐ,つなぐ,"to tie, to fasten, to connect",JLPT N3
繋げる,つなげる,to connect,JLPT N3
常に,つねに,always (same as いつも) (written expression),JLPT N3
翼,つばさ,wings,JLPT N3
つまり,つまり,namely; in other words; in short,JLPT N3
罪,つみ,"crime, fault, indiscretion",JLPT N3
積む,つむ,"to pile up, to stack",JLPT N3
詰める,つめる,"to pack, to shorten, to work out (details)",JLPT N3
積もる,つもる,to pile up,JLPT N3
梅雨,つゆ,rainy season,JLPT N3
辛い,つらい,"painful, heart-breaking",JLPT N3
釣,つり,fishing,JLPT N3
連れ,つれ,"companion, company",JLPT N3
出,で,"outflow, coming (going) out, graduate (of)",JLPT N3
出会い,であい,"meeting, rendezvous, encounter",JLPT N3
出合い,であい,an encounter,JLPT N3
出会う,であう,"to meet by chance, to come across, to happen to encounter",JLPT N3
提案,ていあん,"proposal, proposition, suggestion",JLPT N3
定期,ていき,fixed term,JLPT N3
抵抗,ていこう,"resistance, opposition",JLPT N3
提出,ていしゅつ,"presentation, submission, filing",JLPT N3
停電,ていでん,failure of electricity,JLPT N3
程度,ていど,"degree, amount, level",JLPT N3
停留所,ていりゅうじょ,bus or tram stop,JLPT N3
デート,デート,date (in the sense of 'social engagement' only),JLPT N3
敵,てき,"enemy, rival",JLPT N3
出来事,できごと,"incident happening, event",JLPT N3
適する,てきする,"to fit, to suit",JLPT N3
適切,てきせつ,"appropriate, adequate, relevance",JLPT N3
適度,てきど,moderate,JLPT N3
適用,てきよう,applying,JLPT N3
できれば,できれば,if possible…,JLPT N3
手品,てじな,"conjuring trick, magic",JLPT N3
ですから,ですから,therefore,JLPT N3
鉄,てつ,iron,JLPT N3
哲学,てつがく,philosophy,JLPT N3
手伝い,てつだい,"help, helper, assistant",JLPT N3
徹底,てってい,"thoroughness, completeness",JLPT N3
鉄道,てつどう,railway; railroad,JLPT N3
徹夜,てつや,"staying up all night, sleepless night",JLPT N3
手間,てま,"time, labor",JLPT N3
デモ,デモ,"demo, demonstration",JLPT N3
典型,てんけい,"type, pattern, archetypal",JLPT N3
天候,てんこう,weather,JLPT N3
電子,でんし,electron; electronic,JLPT N3
テント,テント,tent,JLPT N3
伝統,でんとう,"tradition, convention",JLPT N3
天然,てんねん,"nature, spontaneity",JLPT N3
問い,とい,"question, query",JLPT N3
党,とう,party (political),JLPT N3
塔,とう,"tower, pagoda",JLPT N3
答案,とうあん,"examination paper, examination script",JLPT N3
同一,どういつ,"identity, sameness, similarity",JLPT N3
銅貨,どうか,copper coin,JLPT N3
当時,とうじ,"at that time, in those days (same as そのころ)",JLPT N3
動詞,どうし,verb,JLPT N3
同時,どうじ,"simultaneous(ly), same time",JLPT N3
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",JLPT N3
どうぞよろしく,どうぞよろしく,pleased to meet you,JLPT N3
到着,とうちゃく,arrival,JLPT N3
道徳,どうとく,morals,JLPT N3
投票,とうひょう,"voting, poll",JLPT N3
東洋,とうよう,Orient,JLPT N3
同様,どうよう,"identical, same (kind), like",JLPT N3
童謡,どうよう,"children's song, nursery rhyme",JLPT N3
同僚,どうりょう,colleague; co-worker,JLPT N3
道路,どうろ,road,JLPT N3
通す,とおす,"to let pass, to overlook, to continue",JLPT N3
通り過ぎる,とおりすぎる,"to pass, to pass through",JLPT N3
都会,とかい,city,JLPT N3
溶く,とく,to dissolve (paint),JLPT N3
解く,とく,"to unfasten; answer, solve",JLPT N3
退く,どく,"to retreat, to recede, to withdraw",JLPT N3
毒,どく,"poison, toxicant",JLPT N3
得意,とくい,"pride, triumph, prosperity",JLPT N3
読書,どくしょ,reading,JLPT N3
独身,どくしん,"single, unmarried",JLPT N3
特徴,とくちょう,characteristic(s); feature(s); trait(s),JLPT N3
特長,とくちょう,"forte, merit",JLPT N3
独特,どくとく,"peculiarity, uniqueness, characteristic",JLPT N3
独立,どくりつ,"independence (e.g., Ind. Day), self-support",JLPT N3
溶ける,とける,"to melt, to thaw, to dissolve",JLPT N3
解ける,とける,"to come untied, to come apart",JLPT N3
どこか,どこか,"somewhere, anywhere",JLPT N3
ところが,ところが,"however, while, even if",JLPT N3
ところで,ところで,by the way; even if,JLPT N3
登山,とざん,mountain-climbing,JLPT N3
都市,とし,"town, city, urban",JLPT N3
年月,としつき,months and years,JLPT N3
図書,としょ,books,JLPT N3
年寄,としより,"old people, the aged",JLPT N3
閉じる,とじる,"to close (e.g., book, eyes), to shut",JLPT N3
途端,とたん,"just (now, at the moment, etc.)",JLPT N3
土地,とち,"plot of land, lot, soil",JLPT N3
突然,とつぜん,"abruptly, suddenly, unexpectedly",JLPT N3
トップ,トップ,top,JLPT N3
届く,とどく,to reach,JLPT N3
とにかく,とにかく,"anyhow, at any rate, anyway",JLPT N3
飛ばす,とばす,"to skip over, to omit",JLPT N3
飛び出す,とびだす,"to jump out, to rush out, to fly out",JLPT N3
留める,とめる,"to fasten, to turn off, to detain",JLPT N3
泊める,とめる,to have someone stay (over night) (v.t.),JLPT N3
友,とも,"friend, companion, pal",JLPT N3
共に,ともに,"sharing with, participate in",JLPT N3
虎,とら,tiger,JLPT N3
ドライブ,ドライブ,"drive, driving",JLPT N3
トラック,トラック,truck; (running) track,JLPT N3
ドラマ,ドラマ,drama,JLPT N3
トランプ,トランプ,playing cards (lit: trump),JLPT N3
取り上げる,とりあげる,"to take up, to pick up; to confiscate",JLPT N3
努力,どりょく,"great effort, exertion, endeavor",JLPT N3
トレーニング,トレーニング,training,JLPT N3
ドレス,ドレス,dress,JLPT N3
取れる,とれる,"to come off, to be taken off",JLPT N3
泥,どろ,mud,JLPT N3
トン,トン,ton (1000 lbs.),JLPT N3
とんでもない,とんでもない,"outrageous, No way!",JLPT N3
どんなに,どんなに,"how, how much",JLPT N3
トンネル,トンネル,tunnel,JLPT N3
名,な,"name, reputation",JLPT N3
内容,ないよう,"subject, contents, detail",JLPT N3
なお,なお,"still, yet",JLPT N3
仲,なか,"relation, relationship",JLPT N3
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",JLPT N3
半ば,なかば,"middle, halfway",JLPT N3
仲間,なかま,"company, fellow, colleague, associate",JLPT N3
中身,なかみ,content(s); substance,JLPT N3
中味,なかみ,"contents, interior, filling",JLPT N3
眺め,ながめ,scene; view; prospect; outlook,JLPT N3
眺める,ながめる,"to view, to gaze at",JLPT N3
流れ,ながれ,"stream, current",JLPT N3
流れる,ながれる,"to flow, to be washed away",JLPT N3
亡くす,なくす,to lose someone,JLPT N3
殴る,なぐる,to strike; to hit; to punch,JLPT N3
無し,なし,without,JLPT N3
なぜなら,なぜなら,because,JLPT N3
謎,なぞ,"riddle, puzzle, enigma",JLPT N3
納得,なっとく,"consent, assent, understanding",JLPT N3
何か,なにか,something,JLPT N3
なにも,なにも,nothing,JLPT N3
鍋,なべ,"saucepan, pot",JLPT N3
生,なま,"raw, unprocessed",JLPT N3
怠ける,なまける,"to be idle, to neglect",JLPT N3
波,なみ,wave,JLPT N3
涙,なみだ,tear,JLPT N3
悩む,なやむ,"to agonize, to be troubled",JLPT N3
鳴らす,ならす,"to ring, to sound",JLPT N3
為る,なる,"to change, to be of use, to reach to",JLPT N3
生る,なる,to bear fruit,JLPT N3
馴れる,なれる,"to become domesticated, to become tame",JLPT N3
縄,なわ,rope,JLPT N3
何で,なんで,"Why, What for",JLPT N3
何でも,なんでも,"by all means, everything",JLPT N3
何とか,なんとか,"somehow, anyhow, one way or another",JLPT N3
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",JLPT N3
煮える,にえる,"to boil, to cook, to be cooked",JLPT N3
苦手,にがて,"poor (at), weak (in), dislike (of)",JLPT N3
握る,にぎる,"to grasp, to seize, to mold sushi",JLPT N3
日,にち,day,JLPT N3
日常,にちじょう,"ordinary, regular, everyday",JLPT N3
日光,にっこう,sunlight,JLPT N3
日中,にっちゅう,"daytime, broad daylight",JLPT N3
にっこり,にっこり,"smile sweetly, smile, grin",JLPT N3
日本,にっぽん,Japan,JLPT N3
日本,にほん,Japan,JLPT N3
入場,にゅうじょう,"entrance, admission, entering",JLPT N3
煮る,にる,"to boil, to cook",JLPT N3
人気,にんき,popularity,JLPT N3
人間,にんげん,"human being, person",JLPT N3
抜く,ぬく,"to extract, to omit, to unplug",JLPT N3
抜ける,ぬける,"to come out, to fall out, to be omitted",JLPT N3
布,ぬの,cloth,JLPT N3
濡らす,ぬらす,"to wet, to soak",JLPT N3
根,ね,root,JLPT N3
値,ね,"value, price, cost",JLPT N3
願い,ねがい,"desire, wish, request",JLPT N3
願う,ねがう,"to desire, to wish, to request",JLPT N3
鼠,ねずみ,"mouse, rat",JLPT N3
熱帯,ねったい,tropics,JLPT N3
熱中,ねっちゅう,"enthusiasm, zeal, mania",JLPT N3
年間,ねんかん,year,JLPT N3
年月,ねんげつ,months and years,JLPT N3
年中,ねんじゅう,"whole year, always, everyday",JLPT N3
年代,ねんだい,"age, era, period",JLPT N3
年齢,ねんれい,"age, years",JLPT N3
野,の,field,JLPT N3
能,のう,"being skilled in, nicely, properly",JLPT N3
農家,のうか,"farmer, farm family",JLPT N3
農業,のうぎょう,agriculture,JLPT N3
農民,のうみん,"farmers, peasants",JLPT N3
能力,のうりょく,"ability, faculty",JLPT N3
ノー,ノー,no,JLPT N3
軒,のき,eaves,JLPT N3
残す,のこす,"to leave (behind, over), to save, to reserve",JLPT N3
残り,のこり,"remaining, left-over",JLPT N3
乗せる,のせる,"to place on (something), to take on board",JLPT N3
載せる,のせる,to place on (something); to publish,JLPT N3
覗く,のぞく,"to peek in, to look in",JLPT N3
除く,のぞく,"to remove, to exclude, to except",JLPT N3
望み,のぞみ,"wish, desire, (a) hope",JLPT N3
望む,のぞむ,"to desire, to wish for; to view",JLPT N3
後,のち,"afterwards, since then",JLPT N3
ノック,ノック,knock; fungo (baseball),JLPT N3
伸ばす,のばす,"to extend, to stretch, to reach out",JLPT N3
延ばす,のばす,"to extend, to stretch, to reach out",JLPT N3
伸びる,のびる,"to extend, to make progress, to grow",JLPT N3
